"topic_id","question_text","options","correct_answer"
"9109","Aşağıdakı variantların hansında göstərilənlərin hansı kompyuterin texniki vasitələridir? ( Hardware)?","[""Əməliyyat sistemi, mikrosxemlər, yaddaşlar, sərt disk, elastik sürücüsü, CD-ROM"", ""Printer, mikrosxemlər, yaddaşlar, sərt disk, elastik disk sürücüsü, CD-ROM"", ""BİOS, sərt disk , elastik disk sürücüsü, TPP"", ""Standart proqramlar kitabxanası, BİOS, sərt disk, elastik disk sürücüsü, TPP"", ""Bütün periferiya qurğuları və proqramlaşdırma dilləri""]","1"
"9109","Windows Explorer-in sol pəncərəsində qovluqların sol tərəfindəki ""+"" işarəsi nəyi bildirir?","[""Qovluğun alt qovluğu olduğunu və ekranda göründüyünü"", ""Qovluğun aktiv olduğunu"", ""Qovluğun boş olduğunu"", ""Qovluğun bağlı olduğunu"", ""Qovluğun alt qovluğu olduğunu və ekranda görünmədiyini""]","4"
"9109","Power Point-də faylın adının genişlənməsi:","["".ppt"", "".bmp"", "".for"", ""vdb"", ""gif""]","0"
"9109","""File"" menyusuna nə daxil deyil?","[""Save as"", ""Open"", ""Page Setup"", ""Send to"", ""Font""]","4"
"9109","Windows sistemində axırıncı əməliyyatdan imtina etmək üçün hansı düymələr birləşməsindən istifadə edilə bilər?","[""Ctrl+ C"", ""Ctrl+Shift+S"", ""Ctrl+F"", ""Ctrl+Z"", ""Ctrl+F4""]","3"
"9109","""uk"" domeni hansı ölkəyə mənsubdur?","[""Ukrayna"", ""Danimarka"", ""Böyük Britaniya"", ""Rusiya"", ""Fransa""]","0"
"9109","İP protokolu OSİ modelinin hansı səviyyəsinə aiddir?","[""Fiziki"", ""Nəqliyyat"", ""Seans"", ""Təqdimetmə"", ""Şəbəkə""]","4"
"9109","İnternet-də hansı yuxarı səviyyə domeni Azərbaycan göstərir?","[""azm"", ""azn"", ""az"", ""baku"", ""a""]","2"
"9109","WWW-nin açması hansı mənanı verir?","[""Qlobal şəbəkə"", ""Dünya əlaqələndirici şəbəkəsi"", ""Ümumdünya hörümçək toru"", ""Kürəsal şəbəkə"", ""Dünya internet saytları toplusu""]","2"
"9109","Onluq say sistemindəki ən kiçik üçrəqəmli ədəd 8-lik say sistemində neçəyə bərabərdir?","[""144"", ""100"", ""144,5"", ""100,5"", ""99""]","0"
"9109","Sektorun standart ölçüsü nəyə bərabərdir?","[""512 KB"", ""512 MB"", ""512 QB"", ""512 B"", ""512 TB""]","3"
"9109","Klaster nədir?","[""Yaddaş sahəsi"", ""Ünvan"", ""İnformasiyanın ölçü vahidi"", ""Yaddaş vahidi"", ""Verilənlərin ünvanlaşdırılmasının minimal ölçü vahidi 1100,,88772100q27q""]","4"
"9109",".bmp, .gif, jpg, .tif nədir?","[""mətn fayllarının genişlənməsi"", ""cədvəl prosessoru 1 0 ,8 7  2 0 q fayllarının genişlənməsi"", ""musiqi fayllarının genişlənməsi"", ""kompyuter qrafikası fayllarının genişlənməsi"", ""icra olunan proqram fayllarının genişlənməsi""]","3"
"9109","Kompyuterdə riyazi və məntiqi əməliyyatları hansı qurğu yerinə yetirir?","[""mikroprosessor"", ""Bios"", ""Əməli yaddaş"", ""Keş yaddaş"", ""Port""]","0"
"9109","Keş yaddaş nədir?","[""soprosessor"", ""kiçik tutuma və yüksək işləmə sürətinə malik yaddaş"", ""xarici yaddaş"", ""registr yaddaşı"", ""daxili yaddaş""]","1"
"9109","HDD qurğusunun sahəsini məntiqi olaraq bir neçə hissəyə bölmək olarmı?","[""Yox"", ""Hə"", ""Dos-da olmaz"", ""Windows-da"", ""Elektron disklə işləyiriksə , hə""]","1"
"9109","Rastr qrafikasında təsvirin minimal ölçü vahidi hansıdır?","[""nöqtə"", ""xətt"", ""düzbucaqlı"", ""çevrə"", ""ellips""]","0"
"9109","Prosessorun takt tezliyi nəyi müəyyən edir?","[""Kompyuterin markasını"", ""Yaddaşın tutumunu"", ""1 saniyədə kompyuterdə icra olunan əməliyyatların sayını"", ""Dövrədəki gərginliyi"", ""İnformasiyanın ötürülmə sürətini""]","2"
"9109","Komyuterin sistem blokuna hansılar aiddir ?","[""Bütün periferiya qurğuları"", ""Daxili qurğular"", ""Yaddaş qurğuları"", ""Skaner, plotter, strimmer"", ""Ana lövhə, mikroprosessorlar, mikrosxemlər, yaddaşlar, sərt disk, elastik disk sürücü, CD-ROM""]","4"
"9109","İş üsuluna görə Proqram təminatı hansı kateqoriyalara bölünür?","[""Sistem proqramları, qeyri-rezident proqramlar, rezident proqramlar"", ""Sistem proqramları, əməliyyat sistemləri, rezident proqramlar"", ""Xidməti proqramlar və proqramlaşdırma dilləri"", ""Əməliyyat sistemləri , oyun proqramları"", ""Şəbəkə proqram təminatı, TPP, əməliyyat sistemləri""]","0"
"9109","Aşağıdakı fayl genişlənmələrindən hansı faylların arxivləşdirməsi üçün işlənilir?","["".txt,.doc, .rar"", "".exe, .zip, .rar"", ""zip, .rar, .arj"", ""xls, .exe, .zip"", ""txt, .doc, zip""]","2"
"9109","Aşağıdakılardan hansı Əməli yaddaş qurğusuna aiddir?","[""CD-ROM"", ""Keş yaddaş"", ""ED RAM, SD RAM,"", ""BİOS, Sabit yaddaş , keş yaddaş"", ""DRAM, ED RAM, SD RAM""]","4"
"9109","Quark Xpress proqramı nə üçündür?","[""Mətn prosessoru"", ""Cədvəl prosessoru"", ""Stolüstü nəşriyyat proqramı"", ""VBİS"", ""Təqdimatların hazırlanması proqramı""]","2"
"9109","Strimmer nədir və tutumu nəyə bərabərdir?","[""Sərt maqnit diskindəki informasiyanın saxlanması üçün istifadə olunan xüsusi imkanlı maqnitofon, tutumu 120 KB-5MB"", ""xaricetmə qurğusu"", ""maqnit diskindəki informasiyanın saxlanması üçün istifadə olunan xüsusi imkanlı maqnitofon , tutumu: 120 Mb-dan 5 Gb-ya qədər"", ""Verilənləri arxivləşdirmə qurğusu , tutumu : 120 Mb-dan 5 Gb-ya qədər"", ""Verilənləri daxil etmə qurğusu , tutumu : 120 Mb-dan 5 Gb-ya qədər""]","2"
"9109","Alqoritmin hansı xassələri var ? 1. Kütləvilik 2. Müəyyənlik 3. Diskretlik 4. Nəticəlilik 5. Dövrülük 6.Sonluluq","[""1,2,3,5,6"", ""2,3,4,5,6"", ""3,4,5,6"", ""1,3,4,5,6"", ""1,2,3.4,6""]","4"
"9109","Windows sistemində açıq pəncərəni bağlamaq üçün aşağıdakı hansı klaviatura düymələri sıxlımalıdır ?","[""Ctrl +W"", ""Ctrl+Z"", ""Cntrl +U"", ""Cntrl+ B"", ""Cntrl +V""]","0"
"9109","Kompyuterin potensial imkanı və effektivliyi hansı sistem mikrosxemində asılıdır ?","[""Anakart"", ""Sistem bloku"", ""Mokroprosessor"", ""Kontroller"", ""RAM""]","2"
"9109","Onaltılıq say sistemində olan 11A ədədini onluq say sistemində göstərin.","[""1110"", ""282"", ""256"", ""512"", ""390""]","1"
"9109","On altılıq say sistemində olan 100 ədədini ikilik say sistemində göstərin.","[""10000000"", ""110011001"", ""100000001"", ""100000000"", ""111111111""]","3"
"9109","Onaltılıq say sisteminin ən böyük ikirəqəmli ədədini onluq say sistemində göstərin.","[""1515"", ""430"", ""255"", ""400"", ""285""]","2"
"9109","Aşağıda verilənlərdən biri Fərdi Kompüterin daxili qurğusu deyil:","[""RAM"", ""VideoKart"", ""ROM"", ""Monitor"", ""Ana plata""]","3"
"9109","Kompüterin xarici qurğuları ( əgər tək bir funksiya yerinə yetirərsə) ......və.....olmaqla iki hissəyə ayrılır:","[""Mərkəzi hissə/ Periferiya hissəsi"", ""Giriş qurğuları/ Çıxış qurğuları"", ""Daimi yaddaş/ Əməli yaddaş"", ""Prosessor/ Əməliyyat sistemi"", ""Daxili yaddaş/ Xarici yaddaş""]","1"
"9109","Vərəqdəki məlumat qrafiki şəkildə kompüterə daxil edən qurğu:","[""İdarəetmə qurğusu"", ""Printer"", ""Skaner"", ""Digitayzer"", ""Plotter""]","2"
"9109",".....və.....Prosessorun tərkib hissəsidir:","[""Əməli yaddaş/ Daimi yaddaş"", ""BIOS və CMOS"", ""Daimi yaddaş/ Keş yaddaş"", ""Giriş qurğularının/ Çıxış qurğuları"", ""İdarəetmə qurğusu/ Hesab-məntiq qurğusu""]","4"
"9109","Aşağıda verilənlərdən biri xarici yaddaş qurğusu deyil:","[""RAM"", ""Fləş Kart"", ""FDD"", ""HDD"", ""CD""]","0"
"9109","İlk kompüterlərdən müasir kompüterlərin yaradılmasına qədər istifadə edilən arxitektura necə adlanır?","[""IBM texnikası"", ""Hp texnikası"", ""PC arxitekturası"", ""Apple arxitekturası"", ""Neyman arxitekturası""]","4"
"9109","Aşağıdakı fikirlərdən biri səhvdir:","[""Monitor kompüterin qurğularına nəzarət edir"", ""Prosessor kompüterin beyni hesab edilir"", ""BIOS daxili və daimi yaddaşdır"", ""Operativ yaddaş enerjidən asılıdır"", ""Klaviatura xarici qurğudur""]","0"
"9109","Kompüterin bir çox daxili qurğularını öz üzərində saxlayır, onlar arasında informasiya mübadiləsini təmin edir:","[""Ana plata"", ""Sistem bloku"", ""Prosessor"", ""Qidalanma bloku"", ""Monitor""]","0"
"9109","Aşağıda verilənlərdən biri periferiya qurğularının funksiyası deyil:","[""İnformasiyanı kompüterə daxil etmək"", ""İnformasiyanı daşımaq"", ""İnformasiyanı saxlamaq"", ""Əməliyyat sistemini yükləmək"", ""İnformasiyanı kompüterdən xaric etmək""]","3"
"9109","Verilənlərdən biri Fərdi Kompüterin daxili yaddaşı hesab edilmir:","[""RAM"", ""Registr yaddaş"", ""Keş yaddaş"", ""HDD"", ""ROM""]","3"
"9109","EHM-nin nəsillərə bölünməsi zamanı hansı xüsusiyyət əsas götürülür?","[""Element bazası"", ""İstehsal tarixi"", ""İstehsalçı firma"", ""Prosessorun növü"", ""EHM-in ölçüsü""]","0"
"9109","Hansı varinatda təkcə çıxış qurğuları verilmişdir?","[""Digitayzer,kamera,skaner"", ""Printer,monitor,klaviatura"", ""Printer,skaner,klaviatura"", ""Səsucaldan,printer,monitor"", ""Printer,klaviatura,FDD""]","3"
"9109","Ana plata üzərində olan qurğular arasında innformasiya mübadiləsini təmin edir:","[""Port"", ""Çipset"", ""Kontroller"", ""HDD"", ""Prosessor""]","1"
"9109","Birinci nəsil kompüterlərdə hansı element bazası mövcud deyil?","[""Elektron sxemlər"", ""Elektron lampalar"", ""İnteqral sxemlər"", ""Böyük inteqral sxemlər"", ""Tranzistorlar""]","1"
"9109","İlk kütləvi istehsal olunan fərdi kompüterlər hansı nəslə aid edilir?","[""V"", ""IV"", ""III"", ""II"", ""I""]","1"
"9109","IV nəsil kompüterlərdə element bazasını nə təşkil edir?","[""Diodlar"", ""Böyük və çox böyük inteqral sxemlər"", ""Elekron lampalar"", ""Tranzistorlar"", ""İnteqral sxemlər""]","1"
"9109","Klaviaturada Space Bar düyməsinin funksiyası nədir?","[""Növbəti səhifəyə keçmək"", ""Əvvəlki səhifəyə keçmək"", ""Boşluq simvolunu daxil etmək"", ""Yeni abzasa keçmək"", ""Böyük hərflə yazmaq""]","2"
"9109","Elektrik enerjisindən asılı olan və aktiv proqramları özündə saxlayan yaddaşdır:","[""RAM"", ""Keş"", ""FDD"", ""HDD"", ""Registr""]","0"
"9109","Bu qurğunun funksiyası verilənləri və prosesləri istifadəçiyə göstərməkdir:","[""Klaviatura"", ""Printer"", ""Monitor"", ""Prosessor"", ""Portlar""]","2"
"9109","GHz kompüterlə bağlı hansı kəmiyyyəti ölçmək üçün nəzərdə tutulur?","[""Keş yaddaşı"", ""Mərtəbəliliyi"", ""Prosessorun tezliliyi"", ""Paralel icra edilə bilən əməliyyatların sayını"", ""İnformasiya sıxlığını""]","2"
"9109","Periferiya hissəsinə daxil olmayan qurğular qrupu hansıdır?","[""Daxili yaddaş qurğuları"", ""Xarici yaddaş qurğuları"", ""Giriş qurğuları"", ""Çıxış qurğuları"", ""Giriş-Çıxış qurğuları 1 5 '""]","0"
"9109","Elektrik enerjisindən asılı olan daxili yaddaş qurğusu hansıdır?","[""HDD"", ""Fləş"", ""CD"", ""RAM"", ""DVD""]","3"
"9109","Kompüterinbeyni....,ağlı isə....hesab edilə bilər:","[""Sistem bloku/ Ana plata"", ""Prosessor/ Əməliyyat sistemi"", ""HDD/RAM"", ""Fləş/Keş yaddaş"", ""Prosessor/ RAM""]","1"
"9109","Kompüterin daxili və xarici yaddaş qurğuları arasındakı əlaqənin, informasiya mübadiləsinin təmin edilməsi....ilə həyata keçirilir:","[""Prosessor"", ""Sistem interfeysi"", ""Şəbəkə interfeysi"", ""İstifadəçi interfeysi"", ""Portlar""]","1"
"9109","RAM-a köməkçi olan bu daxili yaddaş qurğusu enerjidən asılıdır:","[""ROM"", ""Keş"", ""Fləş kart"", ""CMOS"", ""BIOS = 0 0   1 2 0 0 ""]","1"
"9109","İstifadəçi və kompüter arasındakı əlaqəni təmin edən kompleksdir:","[""Monitor"", ""İstifadəçi interfeysi"", ""Şəbəkə interfeysi"", ""Portlar"", ""Kontroller""]","1"
"9109","Neyman arxitekturasında kompüter neçə əsas hissədən ibarətdir?","[""2"", ""1"", ""3"", ""6"", ""7""]","0"
"9109","Hansı varinantda Fərdi Kompüterin daxili qurğuları göstərilmişdir?","[""Çipset,HDD"", ""Plotter,Skaner"", ""Çipset,RAM"", ""Plotter,HDD"", ""HDD,RAM = 00 1200""]","2"
"9109","İnternetə qoşulmaq üçün bu periferiya qurğusundan istifadə edilir:","[""RAM"", ""Modem"", ""Faks"", ""ATS"", ""Kontroller""]","1"
"9109","Məlumatları yumşaq diskdə saxlayan bu xarici yaddaş qurğusu müasir dövrdə demək olar ki, istifadə olunmur.","[""ROM"", ""RAM"", ""HDD"", ""FDD"", ""DVD""]","3"
"9109","Aşağıdakılardan biri videokartın(video adapterin)funksiyalarına aid deyil:","[""Analoq təsviri rəqəmsal təsvirə çeviri"", ""Rəqəmsal təsviri analoq təsvirə çevrilir"", ""Monitoru idarə edir"", ""Verilənləri emal edir"", ""Görüntünü monitorda əks etdirir""]","3"
"9109","Videokart və monitorun əlaqəsini təmin edir:","[""COM"", ""VGA"", ""LPT"", ""PS/2"", ""FH""]","1"
"9109","Mausun ekranda göstəricisi necə adlanır?","[""Nişan"", ""İdarəedici"", ""Kontekst"", ""Drag"", ""Kursor""]","4"
"9109","Böyük hərflər və ya kiçik hərflərlə yazma rejiminə keçmək üçün klaviaturanın hansı düyməsi sıxılır?","[""Shift"", ""Caps Lock"", ""Esc"", ""Alt"", ""Win""]","1"
"9109","Hansı bənddə ancaq giriş qurğuları verilmişdir?","[""Plotter,printer,mikrofon"", ""Plotter,printer,monitor"", ""Printer,skaner"", ""Printer,monitor"", ""Joystick,mikrofon""]","4"
"9109","RAM-dan kiçik,sürətli,daxili və elektrik enerjisindən asılı yaddaşdır:","[""Fləş"", ""DVD"", ""CD"", ""Keş"", ""HDD""]","3"
"9109","Aşağıda verilənlərdən hansı Fərdi Kompüterin daxili qurğusu deyil?","[""Çipset"", ""Siçan"", ""RAM"", ""CMOS"", ""Keş yaddaş""]","1"
"9109","Aşağıda verilənləri sürətinin azalması üzrə sıralayın: (1) Küş yaddaş (2) Registr yaddaş (3) RAM","[""1,2,3"", ""1,3,2"", ""3,2,1"", ""2,1,3"", ""2,3,1""]","3"
"9109","Reklam işlərinin vinil və banner üzərində çapı üçün hansı qurğudan istifadə edilir?","[""Plotter"", ""Printer"", ""Skaner"", ""Digitayzer"", ""Proyektor""]","0"
"9109","Verilənlərdən biri giriş qurğusu deyil:","[""Monitor"", ""Maus"", ""Skaner"", ""Mikrofon"", ""Penmause""]","0"
"9109","Kompüterin məhsuldarlığını nu qurğunun sürəti təyin edir:","[""ROM"", ""VideoKart"", ""HDD"", ""Prosessor"", ""RAM""]","3"
"9109","Skaner və printerin bir qurğuda birləşdirilməsi ilə yaradılan qurğu hansı qrupa daxildir?","[""Giriş qurğularına"", ""Giriş- Çıxış qurğularına"", ""Çoxfunksiyalı giriş qurğularına"", ""Çıxış qurğularına"", ""Çoxfunksiyalı çıxış qurğularına""]","1"
"9109","Kompüterin qurğuları arasındakı qarşılıqlı əlaqə necə adlanır?","[""Kompüterin interfeysi"", ""İstifadəçi interfeysi"", ""Çipset"", ""Sistem interfeysi"", ""Mərkəz- periferiya əlaqəsi""]","3"
"9109","1981-ci ildə IBM firması tərəfindən kütləvi istehsal olunan fərdi kompüterlər ""...."" adlanırdı və bu kompüterlər üçün nəzərdə tutulan əməliyyat sistemi ""..."" idi?","[""Pentium1/ Windows 3.1"", ""ENIAC|Windows1"", ""IBM PC | MS DOS"", ""Z1| OS MAC"", ""Z1| Windows 1""]","2"
"9109","""İşçi stansiyalar"" deyiləndə hansı kompüterlər nəzərdə tutulur?","[""Ofis kompüterləri"", ""Serverlər"", ""Xususi güclü kompüterlər"", ""Super EHM"", ""Orta EHM""]","0"
"9109","Kompüter və istifadəçi (insan) arasındakı qarşılıqlı əlaqə ümumi şəkildə necə adlanır?","[""İstifadəçi interfeysi"", ""Mətni interfeys"", ""Qrafiki interfeys"", ""Qarışıq interfeys"", ""OLE interfeys""]","0"
"9109","Lokal şəbəkələrin idarə olunması üçün istehsal olunan kompüterlər necə adlanır?","[""İşçi stansiyalar"", ""Ötürücülər"", ""Serverlər"", ""Super EHM"", ""Mikro EHM""]","2"
"9109","Aşağıda göstərilənlərdən biri port deyil:","[""USB"", ""Çipset"", ""FireWire"", ""PS\\2"", ""Com""]","1"
"9109","Kompüterdə hesablama əməliyyatlarının icrasını prosessorun hansı hissəsi yerinə yetirir?","[""İdarəetmə qurğusu"", ""Hesab- məntiq qurğusu"", ""Giriş qurğusu"", ""Registr qurğusu"", ""Nəzarət qurğusu""]","1"
"9109","Aşağıda göstərilənlərdən hansı GHz-lə ölçülür?","[""Təsvir keyfiyyəti"", ""RAM-ın sürəti"", ""Çap dəqiqliyi"", ""Prosessorun tezıiyi"", ""Çap surəti""]","3"
"9109","Bu kiçik həcmli daxili yaddaş qurğusu RAM-dan daha sürətli olsa da registr yaddaşdan bu baxımdan geri qalır:","[""HDD"", ""Keş"", ""Fləş"", ""CD"", ""DVD""]","1"
"9109","""Sadəcə oxuna bilən yaddaş"" deyəndə nə nəzərdə tutulur?","[""RAM"", ""HDD"", ""DVD"", ""CD"", ""ROM""]","4"
"9109","""Num Lock"" düyməsinin funksiyası nədir?","[""Klaviaturanın rəqəm düymələrini aktiv və ya passiv etmək"", ""Seçilmiş obyektləri nömrələmək"", ""Sözlər arasında boşluq buraxmaq"", ""Boşluqları qeyd etmək"", ""Kursorun görünüş formasını dəyişmək""]","0"
"9109","Aşağıda göstərilənlərdən biri mausun növü kimi götürülə bilməz:","[""Trekbol"", ""Dicitayzer"", ""touchpad"", ""Penmaus"", ""joystick""]","1"
"9109","İstifadəçi ilə kompüter arasında əlaqəni təmin edən bu qurğu məlumatları və prosesləri istifadəçiyə göstərir:","[""Monitor"", ""Plotter"", ""Printer"", ""Mikrofon"", ""Skaner""]","0"
"9109","İstifadəçinin əmrləri kompüterə daxil etməsini təmin edən bu qurğunu əl hərəkətləri və əsasən 2 düymə ilə idarə etmək mümkündür:","[""Skaner"", ""Modem"", ""Printer"", ""Maus"", ""Mikrafon""]","3"
"9109","Telekanallara baxmaq üçün istifadə edilən və analoq informasiyanı rəqəmsal informasiyaya çevirən qurğu hansıdır?","[""Plotter"", ""Stimmer"", ""Skaner"", ""Dicitayzer"", ""TV tüner""]","4"
"9109","Monitorda görüntünün kifayət qədər yaxşı alınması üçün....güclü olmalıdır:","[""RAM"", ""Prosessor"", ""Ana Plata"", ""Kontroller"", ""Videokart""]","4"
"9109","İş prinsipinə görə printerlər.......və......olmaqla iki hissəyə ayrılır:","[""İynəli/Şırnaqlı"", ""Maye mürəkkəbli/ Mürəkkəb tozlu"", ""Zərbli/ Zərbsiz"", ""Lazerli/Adi"", ""Matrisalı/ Lazerli""]","2"
"9109","Qulaqcıq və mikrofonun birləşməsindən əmələ gələn qurğu hansı tipə aid edilməlidir?","[""Çıxış qurğularına"", ""Giriş- Çıxış qurğularına"", ""Xarici yaddaş qurğularına"", ""Mərkəzi qurğulara"", ""Dinamik qurğulara""]","1"
"9109","Kompüterin monitoru işləmədikdə bu qurğu tam şəkildə monitoru əvəz edə bilər:","[""Proyektor"", ""Plotter"", ""Strimmer"", ""Scaner"", ""Dicitayzer""]","0"
"9109","Printerdən daha çox imkanlara malik olan bu qurğu əsasən reklam mətnlərinin çapı üçün istifadə olunur:","[""Plotter"", ""Skaner"", ""Strimmer"", ""Meqa printer"", ""Qrafiki planşet""]","0"
"9109","Aşağıda verilmiş qurğulardan biri kompüterin işlənməsi üçün vacibdir:","[""Fləş"", ""Printer"", ""Monitor"", ""ROM"", ""Siçan""]","3"
"9109","Daxili və daimi yaddaş deyiləndə aşağıdakılardan hansı nəzərdə tutulur?","[""ROM"", ""VideoKart"", ""RAM"", ""Prosessor"", ""RAM və ROM""]","0"
"9109","Verilənlərdən biri analoq səs siqnallarını kompüterə daxil etmək üçündür:","[""Klaviatura"", ""Mause"", ""Monitor"", ""Skaner"", ""Mikrofon""]","4"
"9109","Start menyunu açmaq üçün ( Windows 7) nəzərdə tutulan düymə(lər) hansıdır? (1) USB (2)COM (3) PS/2","[""1,2,3"", ""3,2,1"", ""1,3,2"", ""2,3,1"", ""2,1,3""]","2"
"9109","Elmin müxtəlif sahələrində qarşıya çıxan müxtəlif problemlərin həllini təmin edən evristik tip proqramlar qrupunun ümumi adıdır:","[""Ekspert sistemlər"", ""Problemyünlü proqramlar"", ""Üsulyönlü proqramlar"", ""Nəzarət proqramları"", ""Statistik proqramlar""]","0"
"9109","Aşağıdakı variantlardan birində alqoritmin növləri göstərilmişdir:","[""Nəqli,sxematik"", ""Xətti, budaqlanan,dövri"", ""Nəqli,proqram,blok-sxem"", ""Xətti,dövri,budaqlanan,kütləvi"", ""Düzxətli,dairəvi,əyrixətli""]","1"
"9109","Alqoritmin icrası zamanı bir birindən fərqli bir neçə yol necə adlanır?","[""Əmr"", ""Nudaq"", ""Verilən"", ""Proses"", ""Addım""]","1"
